,ID,Label,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent,Equivalent,Equivalent,Disjoint Classes,Individual,Property Assertions,Super Property,Domain,Range,Characteristic
1116,http://purl.org/pan-science/PaNET/PaNET01116,phase contrast imaging,,,,https://en.wikipedia.org/wiki/Phase-contrast_imaging,owl:Class,refraction technique,imaging,,,,,,,,,,,,,,,
1117,http://purl.org/pan-science/PaNET/PaNET01117,photon correlation spectroscopy,PCS,,,https://en.wikipedia.org/wiki/Dynamic_light_scattering,owl:Class,coherent diffraction,versus momentum transfer technique,versus time technique,,,,,,,,,,,,,,
1118,http://purl.org/pan-science/PaNET/PaNET01118,polarised reflectivity,,,,,owl:Class,reflection technique,versus momentum transfer technique,versus polarization technique,reflectometry,,,,,,,,,,,,,
1119,http://purl.org/pan-science/PaNET/PaNET01119,spin echo  scattering,,,,,owl:Class,neutron technique,spin echo technique,,,,,,,,,,,,,,,
1120,http://purl.org/pan-science/PaNET/PaNET01120,quasielastic neutron spin echo scattering,quasi elastic spin echo,quasielastic spin echo,,,owl:Class,spin echo  scattering,quasielastic scattering,neutron scattering,,,,,,,,,,,,,,
1121,http://purl.org/pan-science/PaNET/PaNET01121,reflectometry,reflectivity,,,https://en.wikipedia.org/wiki/Reflectometry,owl:Class,reflection technique,versus momentum transfer technique,,,,,,,,,,,,,,,
1122,http://purl.org/pan-science/PaNET/PaNET01122,resonant diffraction,,anomalous diffraction,,,owl:Class,diffraction,atomic core excitation,resonant scattering,,,,,,,,,,,,,,
1123,http://purl.org/pan-science/PaNET/PaNET01123,scanning transmission microscopy,STM,,,,owl:Class,absorption technique,versus position technique,scanning probe technique,microscopy,absorption contrast imaging,scanning probe microscopy,,,,,,,,,,,
1124,http://purl.org/pan-science/PaNET/PaNET01124,small angle scattering,SAS,small angle diffraction,,https://en.wikipedia.org/wiki/Small-angle_scattering,owl:Class,low momentum transfer scattering,,,,,,,,,,,,,,,,
1125,http://purl.org/pan-science/PaNET/PaNET01125,spectroscopy,,,,https://en.wikipedia.org/wiki/Spectroscopy,owl:Class,versus energy technique,,,,,,,,,,,,,,,,
1126,http://purl.org/pan-science/PaNET/PaNET01126,spin echo resolved grazing incidence scattering,,,,,owl:Class,spin echo  scattering,low surface momentum transfer scattering,neutron scattering,,,,,,,,,,,,,,
1127,http://purl.org/pan-science/PaNET/PaNET01127,spin echo small angle scattering,spin echo SANS,,,,owl:Class,spin echo  scattering,small angle scattering,neutron scattering,,,,,,,,,,,,,,
1128,http://purl.org/pan-science/PaNET/PaNET01128,surface diffraction,,,,,owl:Class,atomic scale diffraction 2D surface or film,,,,,,,,,,,,,,,,
1129,http://purl.org/pan-science/PaNET/PaNET01129,tomography,,,,https://en.wikipedia.org/wiki/Tomography,owl:Class,obtain 3D spatial map,,,,,,,,,,,,,,,,
1130,http://purl.org/pan-science/PaNET/PaNET01130,UV VUV spectroscopy,,,,,owl:Class,UV photon probe,spectroscopy,,,,,,,,,,,,,,,
1131,http://purl.org/pan-science/PaNET/PaNET01131,UV and visible circular dichroism spectroscopy,,,,,owl:Class,UV visible photon probe,dichroism spectroscopy,,,,,,,,,,,,,,,
1132,http://purl.org/pan-science/PaNET/PaNET01132,UV circular dichroism,UVCD,,,,owl:Class,circular dichroism,UV photon probe,,,,,,,,,,,,,,,
1133,http://purl.org/pan-science/PaNET/PaNET01133,ultra small angle scattering,USAS,,,,owl:Class,ultra low momentum transfer scattering,small angle scattering,,,,,,,,,,,,,,,
1134,http://purl.org/pan-science/PaNET/PaNET01134,wide angle scattering,,,,,owl:Class,high momentum transfer scattering,,,,,,,,,,,,,,,,
1135,http://purl.org/pan-science/PaNET/PaNET01135,absorption spectroscopy,,,,,owl:Class,absorption technique,spectroscopy,,,,,,,,,,,,,,,
1136,http://purl.org/pan-science/PaNET/PaNET01136,diffraction imaging,topography,,,,owl:Class,diffraction,imaging,,,,,,,,,,,,,,,
1137,http://purl.org/pan-science/PaNET/PaNET01137,x-ray magnetic circular dichroism,XMCD,,,https://en.wikipedia.org/wiki/X-ray_magnetic_circular_dichroism,owl:Class,x-ray probe,versus photon circular polarization,absorption technique,magnetism technique,dichroism,magnetic circular dichroism,x-ray absorption,,,,,,,,,,
1138,http://purl.org/pan-science/PaNET/PaNET01138,linear dichroism,LD,,,https://en.wikipedia.org/wiki/Linear_dichroism,owl:Class,absorption technique,versus photon linear polarization,dichroism,,,,,,,,,,,,,,
1139,http://purl.org/pan-science/PaNET/PaNET01139,natural linear dichroism,,,,,owl:Class,linear dichroism,,,,,,,,,,,,,,,,
1140,http://purl.org/pan-science/PaNET/PaNET01140,x-ray excited optical luminescence,XEOL,,,,owl:Class,x-ray probe,visible photon emission technique,,,,,,,,,,,,,,,
1141,http://purl.org/pan-science/PaNET/PaNET01141,magnetic circular dichroism,MCD,,,https://en.wikipedia.org/wiki/Magnetic_circular_dichroism,owl:Class,photon technique,versus photon circular polarization,magnetism technique,absorption technique,dichroism,circular dichroism,,,,,,,,,,,
1142,http://purl.org/pan-science/PaNET/PaNET01142,magnetic linear dichroism,,,,,owl:Class,photon technique,versus photon linear polarization,magnetism technique,absorption technique,,,,,,,,,,,,,
1143,http://purl.org/pan-science/PaNET/PaNET01143,magnetochiral dichroism,MChD,,,,owl:Class,photon technique,versus polarization technique,chiral determination technique,magnetism technique,dichroism,,,,,,,,,,,,
1144,http://purl.org/pan-science/PaNET/PaNET01144,natural circular dichroism,NCD,,,,owl:Class,photon technique,versus photon circular polarization,chiral determination technique,dichroism,circular dichroism,,,,,,,,,,,,
1145,http://purl.org/pan-science/PaNET/PaNET01145,electron microscopy,EM,,,https://en.wikipedia.org/wiki/Electron_microscope,owl:Class,electron emission technique,microscopy,,,,,,,,,,,,,,,
1146,http://purl.org/pan-science/PaNET/PaNET01146,photoemission electron microscopy,PEEM,photoelectron emission microscopy,,https://en.wikipedia.org/wiki/Photoemission_electron_microscopy,owl:Class,photon technique,electron microscopy,photoelectron emission,,,,,,,,,,,,,,
1147,http://purl.org/pan-science/PaNET/PaNET01147,scanning probe imaging,,,,,owl:Class,versus position technique,scanning probe technique,imaging,,,,,,,,,,,,,,
1148,http://purl.org/pan-science/PaNET/PaNET01148,scanning probe microscopy,scanning microscopy,,,,owl:Class,scanning probe imaging,microscopy,,,,,,,,,,,,,,,
1149,http://purl.org/pan-science/PaNET/PaNET01149,x-ray reflectivity,XRR,x-ray reflectometry,,https://en.wikipedia.org/wiki/X-ray_reflectivity,owl:Class,x-ray probe,reflectometry,,,,,,,,,,,,,,,
1150,http://purl.org/pan-science/PaNET/PaNET01150,grating interferometry,,,,,owl:Class,interferometry technique,refraction technique,propagation technique,,,,,,,,,,,,,,
1151,http://purl.org/pan-science/PaNET/PaNET01151,absorption tomography,,,,,owl:Class,tomography,absorption technique,absorption contrast imaging,,,,,,,,,,,,,,
1152,http://purl.org/pan-science/PaNET/PaNET01152,propagation phase contrast tomography,,,,,owl:Class,propagation technique,tomography,refraction technique,phase contrast imaging,,,,,,,,,,,,,
1153,http://purl.org/pan-science/PaNET/PaNET01153,ultrafast tomography,,,,,owl:Class,tomography,versus time ultrafast,,,,,,,,,,,,,,,
1154,http://purl.org/pan-science/PaNET/PaNET01154,nanotomography,,,,https://en.wikipedia.org/wiki/Nanotomography,owl:Class,tomography,obtain ultrahigh resolution spatial map,microtomography,,,,,,,,,,,,,,
1155,http://purl.org/pan-science/PaNET/PaNET01155,absorption and phase contrast nanotomography,,,,,owl:Class,nanotomography,absorption technique,refraction technique,phase contrast imaging,absorption microtomography,,,,,,,,,,,,
1156,http://purl.org/pan-science/PaNET/PaNET01156,x-ray spectroscopy,,,,https://en.wikipedia.org/wiki/X-ray_spectroscopy,owl:Class,,,,,,,,spectroscopy,x-ray probe,,,,,,,,
1157,http://purl.org/pan-science/PaNET/PaNET01157,in-situ diffraction,,,,,owl:Class,diffraction,,,,,,,,,,,,,,,,
1158,http://purl.org/pan-science/PaNET/PaNET01158,in-situ surface diffraction,,,,,owl:Class,surface diffraction,in-situ diffraction,,,,,,,,,,,,,,,
1159,http://purl.org/pan-science/PaNET/PaNET01159,energy dispersive diffraction,EDD,,,,owl:Class,diffraction,dispersive technique,,,,,,,,,,,,,,,
1160,http://purl.org/pan-science/PaNET/PaNET01160,energy dispersive x-ray diffraction,EDXRD,,,https://en.wikipedia.org/wiki/Energy-dispersive_X-ray_diffraction,owl:Class,energy dispersive diffraction,x-ray probe,,,,,,,,,,,,,,,
1161,http://purl.org/pan-science/PaNET/PaNET01161,grazing incidence x-ray diffraction,GIXD,,,,owl:Class,grazing incidence diffraction,x-ray probe,x-ray scattering,,,,,,,,,,,,,,
1162,http://purl.org/pan-science/PaNET/PaNET01162,grazing incidence small angle x-ray scattering,GISAXS,,,https://en.wikipedia.org/wiki/Grazing-incidence_small-angle_scattering,owl:Class,grazing incidence small angle scattering,small angle x-ray scattering,grazing incidence x-ray diffraction,,,,,,,,,,,,,,
1163,http://purl.org/pan-science/PaNET/PaNET01163,high pressure single crystal diffraction,Diffraction,,,,owl:Class,single crystal diffraction,versus sample pressure,,,,,,,,,,,,,,,
1164,http://purl.org/pan-science/PaNET/PaNET01164,macromolecular crystallography,MX,protein crystallography,,,owl:Class,single crystal diffraction,crystallography,,,,,,,,,,,,,,,
1165,http://purl.org/pan-science/PaNET/PaNET01165,multi wavelength anomalous diffraction,MAD,multi wavelength anomalous dispersion,,https://en.wikipedia.org/wiki/Multi-wavelength_anomalous_dispersion,owl:Class,macromolecular crystallography,versus energy technique,atomic core excitation,x-ray probe,x-ray single crystal diffraction,,,,,,,,,,,,
1166,http://purl.org/pan-science/PaNET/PaNET01166,photo crystallography,,,,,owl:Class,single crystal diffraction,photo excitation,crystallography,,,,,,,,,,,,,,
1167,http://purl.org/pan-science/PaNET/PaNET01167,photoelectron diffraction,PhD,,,,owl:Class,electron emission technique,coherent emission technique,photon technique,photoelectron emission,,,,,,,,,,,,,
1168,http://purl.org/pan-science/PaNET/PaNET01168,serial femtosecond crystallography,SFX,,,https://en.wikipedia.org/wiki/Serial_femtosecond_crystallography,owl:Class,x-ray single crystal diffraction,ultrafast probe,crystallography,single shot technique,serial synchrotron crystallography,,,,,,,,,,,,
1169,http://purl.org/pan-science/PaNET/PaNET01169,serial synchrotron crystallography,SSX,,,,owl:Class,x-ray single crystal diffraction,pulsed probe technique,crystallography,single shot technique,,,,,,,,,,,,,
1170,http://purl.org/pan-science/PaNET/PaNET01170,single wavelength anomalous diffraction,SAD,single wavelength anomalous dispersion,,https://en.wikipedia.org/wiki/Single-wavelength_anomalous_dispersion,owl:Class,macromolecular crystallography,atomic core excitation,x-ray probe,x-ray single crystal diffraction,,,,,,,,,,,,,
1171,http://purl.org/pan-science/PaNET/PaNET01171,small molecule diffraction,small molecule crystallography,chemical crystallography,,,owl:Class,single crystal diffraction,,,,,,,,,,,,,,,,
1172,http://purl.org/pan-science/PaNET/PaNET01172,surface x-ray diffraction,,,,,owl:Class,surface diffraction,x-ray probe,x-ray diffraction,,,,,,,,,,,,,,
1173,http://purl.org/pan-science/PaNET/PaNET01173,x-ray standing wave,XSW,,,https://en.wikipedia.org/wiki/X-ray_standing_waves,owl:Class,dynamical diffraction,absorption technique,x-ray probe,atomic structure technique,x-ray diffraction,,,,,,,,,,,,
1174,http://purl.org/pan-science/PaNET/PaNET01174,coherent diffraction imaging,CDI,coherent diffractive imaging,,https://en.wikipedia.org/wiki/Coherent_diffraction_imaging,owl:Class,coherent diffraction,imaging,diffraction imaging,,,,,,,,,,,,,,
1175,http://purl.org/pan-science/PaNET/PaNET01175,infrared nanospectroscopy imaging,nano infrared spectroscopy,,,,owl:Class,IR photon probe,spectroscopy,obtain ultrahigh resolution spatial map,infrared microspectroscopy ,,,,,,,,,,,,,
1176,http://purl.org/pan-science/PaNET/PaNET01176,UV circular dichroism imaging,,,,,owl:Class,natural circular dichroism,UV photon probe,spatial map technique,UV circular dichroism,,,,,,,,,,,,,
1177,http://purl.org/pan-science/PaNET/PaNET01177,x-ray fluorescence,XRF,,,https://en.wikipedia.org/wiki/X-ray_fluorescence,owl:Class,x-ray emission technique,,,,,,,,,,,,,,,,
1178,http://purl.org/pan-science/PaNET/PaNET01178,infrared microscopy,IR microscopy,,,https://en.wikipedia.org/wiki/Microscopy#Infrared_microscopy,owl:Class,IR photon probe,microscopy,,,,,,,,,,,,,,,
1179,http://purl.org/pan-science/PaNET/PaNET01179,optical microscopy,,,,https://en.wikipedia.org/wiki/Optical_microscope,owl:Class,visible photon probe,microscopy,,,,,,,,,,,,,,,
1180,http://purl.org/pan-science/PaNET/PaNET01180,x-ray microscopy,,,,https://en.wikipedia.org/wiki/X-ray_microscope,owl:Class,x-ray probe,microscopy,x-ray imaging,,,,,,,,,,,,,,
1181,http://purl.org/pan-science/PaNET/PaNET01181,pair distribution function,PDF,,,https://en.wikipedia.org/wiki/Pair_distribution_function,owl:Class,diffraction,obtain local coordination,,,,,,,,,,,,,,,
1182,http://purl.org/pan-science/PaNET/PaNET01182,inelastic x-ray scattering,IXS,,,https://en.wikipedia.org/wiki/X-ray_scattering_techniques#Inelastic_X-ray_scattering_(IXS),owl:Class,inelastic scattering,x-ray probe,x-ray scattering,,,,,,,,,,,,,,
1183,http://purl.org/pan-science/PaNET/PaNET01183,resonant inelastic x-ray scattering,RIXS,,,https://en.wikipedia.org/wiki/Resonant_inelastic_X-ray_scattering,owl:Class,inelastic x-ray scattering,atomic core excitation,resonant scattering,resonant x-ray scattering,,,,,,,,,,,,,
1184,http://purl.org/pan-science/PaNET/PaNET01184,x-ray scattering,,,,,owl:Class,scattering technique,x-ray probe,,,,,,,,,,,,,,,
1185,http://purl.org/pan-science/PaNET/PaNET01185,light scattering,,,,,owl:Class,scattering technique,visible photon probe,,,,,,,,,,,,,,,
1186,http://purl.org/pan-science/PaNET/PaNET01186,resonant x-ray scattering,RXS,,,,owl:Class,x-ray scattering,atomic core excitation,resonant scattering,,,,,,,,,,,,,,
1187,http://purl.org/pan-science/PaNET/PaNET01187,resonant soft x-ray scattering,RSXS,,,,owl:Class,soft x-ray probe,resonant x-ray scattering,resonant scattering,,,,,,,,,,,,,,
1188,http://purl.org/pan-science/PaNET/PaNET01188,small angle x-ray scattering,SAXS,,,https://en.wikipedia.org/wiki/Small-angle_X-ray_scattering,owl:Class,small angle scattering,x-ray probe,x-ray scattering,,,,,,,,,,,,,,
1189,http://purl.org/pan-science/PaNET/PaNET01189,small angle neutron scattering,SANS,,,https://en.wikipedia.org/wiki/Small-angle_neutron_scattering,owl:Class,small angle scattering,neutron diffraction,,,,,,,,,,,,,,,
1190,http://purl.org/pan-science/PaNET/PaNET01190,total scattering,,,,,owl:Class,atomic scale diffraction,pair distribution function,,,,,,,,,,,,,,,
1191,http://purl.org/pan-science/PaNET/PaNET01191,wide angle x-ray scattering,WAXS,,,,owl:Class,high momentum transfer scattering,x-ray probe,atomic scale diffraction,x-ray diffraction,,,,,,,,,,,,,
1192,http://purl.org/pan-science/PaNET/PaNET01192,circular dichroism,CD,,,https://en.wikipedia.org/wiki/Circular_dichroism,owl:Class,versus photon circular polarization,dichroism,,,,,,,,,,,,,,,
1193,http://purl.org/pan-science/PaNET/PaNET01193,energy dispersive x-ray spectroscopy,EDX,,,https://en.wikipedia.org/wiki/Energy-dispersive_X-ray_spectroscopy,owl:Class,dispersive technique,x-ray probe,spectroscopy,atomic core excitation,,,,,,,,,,,,,
1194,http://purl.org/pan-science/PaNET/PaNET01194,microfocus spectroscopy,,,,,owl:Class,microfocussed probe technique,spectroscopy,,,,,,,,,,,,,,,
1195,http://purl.org/pan-science/PaNET/PaNET01195,raman spectroscopy,,,,https://en.wikipedia.org/wiki/Raman_spectroscopy,owl:Class,inelastic scattering,photon technique,,,,,,,,,,,,,,,
1196,http://purl.org/pan-science/PaNET/PaNET01196,x-ray absorption spectroscopy,XAS,,,https://en.wikipedia.org/wiki/X-ray_absorption_spectroscopy,owl:Class,absorption spectroscopy,x-ray absorption,atomic core excitation,,,,,,,,,,,,,,
1197,http://purl.org/pan-science/PaNET/PaNET01197,x-ray absorption fine structure,XAFS,,,https://en.wikipedia.org/wiki/X-ray_absorption_fine_structure,owl:Class,x-ray absorption spectroscopy,atomic core excitation,,,,,,,,,,,,,,,
1198,http://purl.org/pan-science/PaNET/PaNET01198,extended x-ray absorption fine structure,EXAFS,,,https://en.wikipedia.org/wiki/Extended_X-ray_absorption_fine_structure,owl:Class,x-ray absorption fine structure,obtain local coordination,,,,,,,,,,,,,,,
1199,http://purl.org/pan-science/PaNET/PaNET01199,x-ray absorption near edge structure,XANES,NEXAFS,,https://en.wikipedia.org/wiki/X-ray_absorption_near_edge_structure,owl:Class,x-ray absorption fine structure,electronic ground state properties technique,,,,,,,,,,,,,,,
1200,http://purl.org/pan-science/PaNET/PaNET01200,x-ray emission spectroscopy,XES,,,https://en.wikipedia.org/wiki/X-ray_emission_spectroscopy,owl:Class,inelastic scattering,x-ray probe,photon emission technique,spectroscopy,inelastic x-ray scattering,,,,,,,,,,,,
1201,http://purl.org/pan-science/PaNET/PaNET01201,electron spectroscopy,,,,https://en.wikipedia.org/wiki/Electron_spectroscopy,owl:Class,electron emission technique,spectroscopy,,,,,,,,,,,,,,,
1202,http://purl.org/pan-science/PaNET/PaNET01202,photoelectron spectroscopy,PES,,,https://en.wikipedia.org/wiki/Photoemission_spectroscopy,owl:Class,electron spectroscopy,photon technique,obtain electronic density of occupied states,photoelectron emission,,,,,,,,,,,,,
1203,http://purl.org/pan-science/PaNET/PaNET01203,spin resolved photoelectron spectroscopy,,,,,owl:Class,photoelectron spectroscopy,versus emitted polarization,,,,,,,,,,,,,,,
1204,http://purl.org/pan-science/PaNET/PaNET01204,x-ray photoelectron spectroscopy,XPS,,,https://en.wikipedia.org/wiki/X-ray_photoelectron_spectroscopy,owl:Class,x-ray probe,photoelectron spectroscopy,x-ray photoelectron emission,,,,,,,,,,,,,,
1205,http://purl.org/pan-science/PaNET/PaNET01205,x-ray photon correlation spectroscopy,XPCS,,,https://en.wikipedia.org/wiki/X-ray_Photon_Correlation_Spectroscopy,owl:Class,x-ray probe,photon correlation spectroscopy,x-ray diffraction,,,,,,,,,,,,,,
1206,http://purl.org/pan-science/PaNET/PaNET01206,microtomography,,,,,owl:Class,tomography,obtain high resolution spatial map,,,,,,,,,,,,,,,
1207,http://purl.org/pan-science/PaNET/PaNET01207,x-ray tomography,CT scan,,,https://en.wikipedia.org/wiki/CT_scan,owl:Class,tomography,x-ray probe,x-ray imaging,,,,,,,,,,,,,,
1208,http://purl.org/pan-science/PaNET/PaNET01208,x-ray microtomography,,,,https://en.wikipedia.org/wiki/Talk:X-ray_microtomography,owl:Class,microtomography,x-ray probe,x-ray tomography,,,,,,,,,,,,,,
1209,http://purl.org/pan-science/PaNET/PaNET01209,absorption microtomography,Absorption-based tomographic microscopy,,,,owl:Class,microtomography,absorption technique,absorption tomography,,,,,,,,,,,,,,
1210,http://purl.org/pan-science/PaNET/PaNET01210,propagation phase contrast microtomography,,,,,owl:Class,propagation phase contrast tomography,microscopy,microtomography,,,,,,,,,,,,,,
1211,http://purl.org/pan-science/PaNET/PaNET01211,ultrafast microtomography,Ultra-fast tomographic microscopy,,,,owl:Class,ultrafast tomography,obtain high resolution spatial map,microtomography,,,,,,,,,,,,,,
1212,http://purl.org/pan-science/PaNET/PaNET01212,ptychography,,,,https://en.wikipedia.org/wiki/Ptychography,owl:Class,coherent diffraction imaging,scanning probe technique,,,,,,,,,,,,,,,
1213,http://purl.org/pan-science/PaNET/PaNET01213,ptychographic nanotomography,,,,,owl:Class,ptychography,nanotomography,,,,,,,,,,,,,,,
1214,http://purl.org/pan-science/PaNET/PaNET01214,instrumentation testing,,,,,owl:Class,testing technique,,,,,,,,,,,,,,,,
1215,http://purl.org/pan-science/PaNET/PaNET01215,optics characterization,,,,,owl:Class,instrumentation testing,,,,,,,,,,,,,,,,
1216,http://purl.org/pan-science/PaNET/PaNET01216,x-ray diffraction,XRD,,,,owl:Class,diffraction,x-ray probe,x-ray scattering,,,,,,,,,,,,,,
1217,http://purl.org/pan-science/PaNET/PaNET01217,neutron diffraction,,,,https://en.wikipedia.org/wiki/Neutron_diffraction,owl:Class,diffraction,neutron technique,neutron scattering,,,,,,,,,,,,,,
1218,http://purl.org/pan-science/PaNET/PaNET01218,ambient pressure x-ray photoelectron spectroscopy,,,,,owl:Class,x-ray photoelectron spectroscopy,,,,,,,,,,,,,,,,
1219,http://purl.org/pan-science/PaNET/PaNET01219,scanning transmission x-ray microscopy,STXM,,,https://en.wikipedia.org/wiki/Scanning_transmission_X-ray_microscopy,owl:Class,scanning transmission microscopy,x-ray probe,x-ray absorption,x-ray scanning microscopy,,,,,,,,,,,,,
1220,http://purl.org/pan-science/PaNET/PaNET01220,total electron yield,TEY,,,,owl:Class,electron emission technique,,,,,,,,,,,,,,,,
1221,http://purl.org/pan-science/PaNET/PaNET01221,XMCD total electron yield,XMCD TEY,,,,owl:Class,x-ray magnetic circular dichroism,total electron yield,x-ray photoelectron emission,,,,,,,,,,,,,,
1222,http://purl.org/pan-science/PaNET/PaNET01222,spin and angle resolved photoemission spectroscopy,,,,,owl:Class,angle resolved photoemission spectroscopy,versus emitted polarization,,,,,,,,,,,,,,,
1223,http://purl.org/pan-science/PaNET/PaNET01223,lithography,,,,https://en.wikipedia.org/wiki/Lithography,owl:Class,manufacturing technique,,,,,,,,,,,,,,,,
1224,http://purl.org/pan-science/PaNET/PaNET01224,x-ray lithography,,,,https://en.wikipedia.org/wiki/X-ray_lithography,owl:Class,x-ray probe,lithography,,,,,,,,,,,,,,,
1225,http://purl.org/pan-science/PaNET/PaNET01225,EUV lithography,,,,,owl:Class,EUV photon probe,lithography,,,,,,,,,,,,,,,
1226,http://purl.org/pan-science/PaNET/PaNET01226,x-ray interference lithography,,,,,owl:Class,interferometry technique,x-ray probe,lithography,x-ray lithography,,,,,,,,,,,,,
1227,http://purl.org/pan-science/PaNET/PaNET01227,x-ray absorption,,,,,owl:Class,absorption technique,x-ray probe,,,,,,,,,,,,,,,
1228,http://purl.org/pan-science/PaNET/PaNET01228,nonresonant diffraction,,,,,owl:Class,diffraction,,,,,,,,,,,,,,,,
1229,http://purl.org/pan-science/PaNET/PaNET01229,nonlinear x-ray spectroscopy,,,,,owl:Class,nonlinear technique,x-ray spectroscopy,,,,,,,,,,,,,,,
1230,http://purl.org/pan-science/PaNET/PaNET01230,single-shot imaging,,,,,owl:Class,single shot technique,imaging,,,,,,,,,,,,,,,
1231,http://purl.org/pan-science/PaNET/PaNET01231,nanoimprint lithography,,,,https://en.wikipedia.org/wiki/Nanoimprint_lithography,owl:Class,lithography,,,,,,,,,,,,,,,,
1232,http://purl.org/pan-science/PaNET/PaNET01232,grayscale lithography,,,,,owl:Class,lithography,,,,,,,,,,,,,,,,
1233,http://purl.org/pan-science/PaNET/PaNET01233,polymer micro and nanografting,,,,,owl:Class,manufacturing technique,,,,,,,,,,,,,,,,
1234,http://purl.org/pan-science/PaNET/PaNET01234,high resolution neutron powder diffraction,,,,,owl:Class,neutron powder diffraction,high momentum transfer resolution scattering,,,,,,,,,,,,,,,
1235,http://purl.org/pan-science/PaNET/PaNET01235,high resolution thermal neutron powder diffraction,,,,,owl:Class,high resolution neutron powder diffraction,thermal neutron probe,,,,,,,,,,,,,,,
1236,http://purl.org/pan-science/PaNET/PaNET01236,neutron single crystal diffraction,,,,,owl:Class,single crystal diffraction,neutron diffraction,,,,,,,,,,,,,,,
1237,http://purl.org/pan-science/PaNET/PaNET01237,thermal neutron single crystal diffraction,,,,,owl:Class,neutron single crystal diffraction,thermal neutron probe,,,,,,,,,,,,,,,
1238,http://purl.org/pan-science/PaNET/PaNET01238,pulse overlap diffraction,,,,,owl:Class,x-ray photon correlation spectroscopy,ultrafast probe,,,,,,,,,,,,,,,
1239,http://purl.org/pan-science/PaNET/PaNET01239,neutron reflectometry,neutron reflectivity,,,https://en.wikipedia.org/wiki/Neutron_reflectometry,owl:Class,reflectometry,neutron technique,,,,,,,,,,,,,,,
1240,http://purl.org/pan-science/PaNET/PaNET01240,ultra small angle neutron scattering,,,,,owl:Class,ultra small angle scattering,neutron technique,neutron scattering,,,,,,,,,,,,,,
1241,http://purl.org/pan-science/PaNET/PaNET01241,ultra small angle x-ray scattering,USAXS,,,,owl:Class,ultra small angle scattering,x-ray probe,small angle x-ray scattering,,,,,,,,,,,,,,
1242,http://purl.org/pan-science/PaNET/PaNET01242,neutron scattering,,,,https://en.wikipedia.org/wiki/Neutron_scattering,owl:Class,scattering technique,neutron technique,,,,,,,,,,,,,,,
1243,http://purl.org/pan-science/PaNET/PaNET01243,polarized neutron reflectometry,polarized neutron reflectivity,,,,owl:Class,neutron reflectometry,versus polarization technique,polarised reflectivity,,,,,,,,,,,,,,
1244,http://purl.org/pan-science/PaNET/PaNET01244,time-of-flight spectrometry,TOF spectrometry,TOF spectroscopy,,,owl:Class,spectroscopy,neutron time of flight technique,,,,,,,,,,,,,,,
1245,http://purl.org/pan-science/PaNET/PaNET01245,inelastic neutron spectroscopy,inelastic neutron scattering spectroscopy,inelastic neutron scattering,,Neutron spectroscopy - Wikipedia,owl:Class,inelastic scattering,neutron technique,spectroscopy,neutron scattering,,,,,,,,,,,,,
1246,http://purl.org/pan-science/PaNET/PaNET01246,cold neutron spectroscopy,,,,,owl:Class,inelastic neutron spectroscopy,cold neutron probe,,,,,,,,,,,,,,,
1247,http://purl.org/pan-science/PaNET/PaNET01247,thermal neutron spectroscopy,,,,,owl:Class,inelastic neutron spectroscopy,thermal neutron probe,,,,,,,,,,,,,,,
1248,http://purl.org/pan-science/PaNET/PaNET01248,neutron transmission radiography,,,,,owl:Class,neutron technique,absorption technique,imaging,absorption contrast imaging,,,,,,,,,,,,,
1249,http://purl.org/pan-science/PaNET/PaNET01249,cold neutron imaging,,,,,owl:Class,imaging,cold neutron probe,,,,,,,,,,,,,,,
1250,http://purl.org/pan-science/PaNET/PaNET01250,high-resolution neutron imaging ,,,,,owl:Class,imaging,obtain high resolution spatial map,neutron technique,,,,,,,,,,,,,,
1251,http://purl.org/pan-science/PaNET/PaNET01251,THz near field microscopy,,,,,owl:Class,THz photon probe,microscopy,scanning probe technique,,,,,,,,,,,,,,
1252,http://purl.org/pan-science/PaNET/PaNET01252,magnetic scattering,,,,,owl:Class,scattering technique,magnetism technique,,,,,,,,,,,,,,,
1253,http://purl.org/pan-science/PaNET/PaNET01253,magnetic diffraction,,,,,owl:Class,diffraction,magnetic scattering,,,,,,,,,,,,,,,
1254,http://purl.org/pan-science/PaNET/PaNET01254,microfocus x-ray fluorescence,,,,,owl:Class,microfocussed probe technique,x-ray emission technique,,,,,,,,,,,,,,,
1255,http://purl.org/pan-science/PaNET/PaNET01255,ellipsometry,,,,https://en.wikipedia.org/wiki/Ellipsometry,owl:Class,versus emitted polarization,reflection technique,photon technique,,,,,,,,,,,,,,
1256,http://purl.org/pan-science/PaNET/PaNET01256,polarimetry,,,,,owl:Class,versus emitted polarization,,,,,,,,,,,,,,,,
1257,http://purl.org/pan-science/PaNET/PaNET01257,UV photoelectron emission,,,,,owl:Class,UV photon probe,photoelectron emission,,,,,,,,,,,,,,,
1258,http://purl.org/pan-science/PaNET/PaNET01258,x-ray photoelectron emission,,,,,owl:Class,x-ray probe,photoelectron emission,,,,,,,,,,,,,,,
1259,http://purl.org/pan-science/PaNET/PaNET01259,x-ray magnetic linear dichroism,XMLD,,,,owl:Class,x-ray probe,magnetic linear dichroism,x-ray absorption,,,,,,,,,,,,,,
